Name,Category,Request Priority,Request Type,Location,User Group,Start Date,End Date,Total Number of Requests,Total Similar Requests
Hard drive,Computers,Medium,Repair,Block 12,Admin Staff,2019-11-15,2019-11-20,66,65
Fuse,Electrical,High,Replacement,Block 28,Teacher,2021-11-22,2021-11-26,84,59
Monitor,Computers,Medium,Repair,Block 46,Admin Staff,2020-07-09,2020-07-14,70,61
RAM,Computers,Medium,Replacement,Block 46,Admin Staff,2022-11-21,2022-11-28,72,69
Window Glass,Windows,Medium,Repair,Block 42,Student,2021-01-23,2021-02-02,53,46
Florescent Light bulb,Lighting,Low,Replacement,Block 11,Admin Staff,2021-04-08,2021-04-18,69,56
Locker Handle,Furniture,Low,Repair,Block 26,Admin Staff,2022-10-04,2022-10-12,58,55
Locker Cylinder,Furniture,Medium,Replacement,Block 34,Admin Staff,2022-11-23,2022-12-04,58,47
Door Cylinder,Doors,Low,Replacement,Block 35,Student,2021-06-07,2021-06-21,17,17
Fuse,Electrical,Low,Repair,Block 6,Teacher,2021-07-29,2021-08-02,93,57
Battery,Computers,Low,Repair,Block 42,Teacher,2019-06-28,2019-07-06,72,59
RAM,Computers,High,Replacement,Block 13,Teacher,2019-03-30,2019-04-06,61,49
Locker Handle,Furniture,Low,Replacement,Block 27,Student,2020-06-11,2020-06-27,58,40
Florescent Light bulb,Lighting,High,Repair,Block 2,Student,2023-04-26,2023-04-29,68,63
Florescent Light bulb,Lighting,High,Repair,Block 20,Teacher,2022-07-29,2022-07-30,73,57
Battery,Computers,Low,Repair,Block 24,Teacher,2022-08-14,2022-08-21,59,36
Pipe,Plumbing,High,Repair,Block 29,Other Servers,2020-06-28,2020-07-06,29,21
Window Glass,Windows,Low,Replacement,Block 40,Teacher,2021-03-22,2021-04-04,37,29
Door Handle,Doors,Low,Replacement,Block 6,Admin Staff,2020-11-25,2020-12-05,15,9
Shower Head,Plumbing,Medium,Repair,Block 30,Other Servers,2021-03-09,2021-03-17,35,31
Valve,Plumbing,Low,Repair,Block 7,Other Servers,2019-01-16,2019-01-29,25,17
Window Lock,Windows,Low,Replacement,Block 1,Student,2023-12-07,2023-12-20,51,40
Pipe,Plumbing,High,Replacement,Block 3,Other Servers,2023-08-22,2023-09-01,34,31
Bed Chipwood,Furniture,High,Repair,Block 29,Admin Staff,2021-03-28,2021-04-05,59,58
Florescent Light bulb,Lighting,Low,Repair,Block 28,Teacher,2023-05-31,2023-06-04,70,61
Hard drive,Computers,Medium,Replacement,Block 20,Teacher,2020-07-07,2020-07-15,53,29
Hard drive,Computers,Medium,Repair,Block 49,Teacher,2020-07-14,2020-07-19,60,52
Bed Chipwood,Furniture,Medium,Repair,Block 41,Admin Staff,2019-03-11,2019-03-21,66,62
Window Glass,Windows,Medium,Repair,Block 43,Admin Staff,2022-12-16,2022-12-23,54,29
Window Glass,Windows,Medium,Replacement,Block 36,Admin Staff,2019-01-04,2019-01-14,50,40
Fuse,Electrical,High,Repair,Block 24,Admin Staff,2023-02-18,2023-02-20,95,71
Toilet seat,Plumbing,Low,Replacement,Block 26,Other Servers,2021-07-13,2021-07-26,25,24
Bed Mattress,Furniture,Low,Repair,Block 30,Student,2023-07-20,2023-08-09,70,58
Valve,Plumbing,High,Repair,Block 45,Other Servers,2022-04-30,2022-05-10,34,21
Florescent Light bulb,Lighting,High,Replacement,Block 48,Teacher,2019-09-20,2019-09-24,74,57
Shower Head,Plumbing,Medium,Repair,Block 35,Other Servers,2022-10-17,2022-10-25,36,32
Florescent Light bulb,Lighting,Low,Replacement,Block 15,Student,2021-01-31,2021-02-10,68,64
Door Handle,Doors,High,Repair,Block 4,Admin Staff,2020-01-26,2020-01-29,14,14
Florescent Light bulb,Lighting,Low,Repair,Block 21,Teacher,2021-09-27,2021-10-01,72,66
Florescent Light bulb,Lighting,Low,Repair,Block 37,Admin Staff,2019-02-04,2019-02-09,60,60
Window Glass,Windows,High,Repair,Block 37,Admin Staff,2022-08-30,2022-09-05,42,33
Florescent Light bulb,Lighting,Low,Replacement,Block 20,Student,2022-01-19,2022-01-30,64,39
Toilet seat,Plumbing,Low,Replacement,Block 21,Other Servers,2023-12-20,2024-01-04,30,17
Door Cylinder,Doors,Low,Repair,Block 25,Student,2020-02-13,2020-02-26,13,11
Florescent Light bulb,Lighting,Low,Replacement,Block 32,Teacher,2022-11-25,2022-12-03,61,56
Bed Mattress,Furniture,Low,Replacement,Block 18,Teacher,2022-11-20,2022-12-10,62,38
Shower Head,Plumbing,High,Replacement,Block 17,Other Servers,2022-08-29,2022-09-07,43,28
Socket,Electrical,High,Replacement,Block 38,Teacher,2023-06-09,2023-06-14,82,80
Window Glass,Windows,Medium,Repair,Block 41,Teacher,2021-07-19,2021-07-26,55,30
Socket,Electrical,Medium,Repair,Block 50,Admin Staff,2019-01-01,2019-01-05,97,86
Keyboard,Computers,Low,Replacement,Block 43,Admin Staff,2022-08-20,2022-08-29,67,41
CPU,Computers,High,Replacement,Block 14,Admin Staff,2022-09-13,2022-09-22,70,43
Window Lock,Windows,Low,Repair,Block 34,Student,2021-12-14,2021-12-24,39,23
Door Cylinder,Doors,High,Repair,Block 19,Student,2022-06-19,2022-06-26,18,17
Door Handle,Doors,Medium,Replacement,Block 16,Teacher,2022-12-17,2022-12-25,29,16
Window Lock,Windows,Low,Replacement,Block 12,Teacher,2023-12-06,2023-12-18,55,37
Socket,Electrical,Medium,Replacement,Block 45,Student,2023-12-13,2023-12-24,95,79
Florescent Light bulb,Lighting,Low,Replacement,Block 29,Admin Staff,2023-01-31,2023-02-08,70,49
Fuse,Electrical,High,Repair,Block 42,Student,2021-05-26,2021-05-30,94,83
Florescent Light bulb,Lighting,Low,Repair,Block 31,Teacher,2022-12-27,2023-01-01,74,68
Bed Frame,Furniture,Medium,Repair,Block 24,Admin Staff,2022-01-01,2022-01-08,61,53
Chair,Furniture,Low,Repair,Block 28,Student,2021-03-02,2021-03-11,60,39
Valve,Plumbing,Medium,Replacement,Block 21,Other Servers,2020-09-29,2020-10-13,36,35
Locker Cylinder,Furniture,High,Replacement,Block 8,Teacher,2023-01-02,2023-01-13,66,44
Door Cylinder,Doors,High,Replacement,Block 10,Teacher,2022-01-06,2022-01-14,14,13
Florescent Light bulb,Lighting,Medium,Repair,Block 8,Student,2023-09-27,2023-10-02,72,64
Bed Chipwood,Furniture,Low,Replacement,Block 19,Teacher,2021-03-27,2021-04-13,69,42
Florescent Light bulb,Lighting,Medium,Replacement,Block 2,Admin Staff,2020-07-01,2020-07-07,61,35
Fuse,Electrical,Medium,Repair,Block 1,Teacher,2022-02-23,2022-02-26,81,42
Door Handle,Doors,Medium,Replacement,Block 45,Student,2023-04-05,2023-04-16,24,17
Florescent Light bulb,Lighting,High,Replacement,Block 6,Teacher,2023-03-30,2023-04-01,68,44
Window Glass,Windows,High,Replacement,Block 5,Student,2020-04-22,2020-05-03,38,30
Keyboard,Computers,High,Replacement,Block 30,Teacher,2020-11-13,2020-11-19,66,54
Fuse,Electrical,Medium,Replacement,Block 5,Teacher,2021-03-22,2021-03-27,99,56
Toilet seat,Plumbing,Medium,Repair,Block 10,Other Servers,2021-06-20,2021-06-29,37,34
Keyboard,Computers,Low,Replacement,Block 49,Teacher,2022-11-26,2022-12-04,62,46
Keyboard,Computers,Low,Repair,Block 46,Admin Staff,2019-04-11,2019-04-15,62,43
Window Lock,Windows,High,Repair,Block 12,Teacher,2022-05-19,2022-05-22,39,25
Door Handle,Doors,Low,Replacement,Block 3,Teacher,2019-03-11,2019-03-20,13,12
Locker Cylinder,Furniture,High,Replacement,Block 8,Student,2022-12-21,2023-01-01,71,56
Window Glass,Windows,High,Repair,Block 1,Admin Staff,2019-06-22,2019-06-28,55,55
Fuse,Electrical,Low,Replacement,Block 35,Teacher,2022-05-15,2022-05-23,88,45
Window Glass,Windows,Low,Repair,Block 7,Student,2020-02-12,2020-02-23,41,25
Door Cylinder,Doors,Low,Replacement,Block 12,Student,2020-09-07,2020-09-20,18,10
Door Handle,Doors,Medium,Repair,Block 16,Admin Staff,2020-07-29,2020-08-03,22,16
Window Lock,Windows,Low,Repair,Block 41,Student,2023-05-28,2023-06-07,40,32
Keyboard,Computers,High,Replacement,Block 20,Teacher,2019-02-12,2019-02-17,56,50
Pipe,Plumbing,Medium,Repair,Block 22,Other Servers,2022-10-28,2022-11-07,29,19
Fuse,Electrical,Low,Replacement,Block 36,Teacher,2023-07-20,2023-07-26,93,72
Toilet seat,Plumbing,Medium,Repair,Block 15,Other Servers,2020-10-17,2020-10-26,40,32
Window Lock,Windows,High,Replacement,Block 41,Admin Staff,2022-03-25,2022-03-31,45,35
Door Handle,Doors,Medium,Replacement,Block 4,Teacher,2020-01-25,2020-02-01,18,12
Florescent Light bulb,Lighting,High,Repair,Block 34,Teacher,2022-03-31,2022-04-01,71,46
Florescent Light bulb,Lighting,Low,Replacement,Block 1,Student,2023-04-18,2023-04-29,61,32
Toilet seat,Plumbing,Medium,Replacement,Block 19,Other Servers,2021-06-08,2021-06-19,39,25
Florescent Light bulb,Lighting,High,Repair,Block 11,Admin Staff,2022-10-12,2022-10-13,63,47
Window Lock,Windows,Low,Repair,Block 12,Student,2020-10-10,2020-10-19,47,45
Window Lock,Windows,Medium,Repair,Block 9,Admin Staff,2019-06-24,2019-06-29,56,30
Florescent Light bulb,Lighting,High,Replacement,Block 18,Admin Staff,2022-05-24,2022-05-29,58,58
Florescent Light bulb,Lighting,Low,Repair,Block 50,Admin Staff,2020-01-28,2020-02-01,67,51
Window Glass,Windows,High,Replacement,Block 22,Admin Staff,2019-10-04,2019-10-12,40,22
Window Lock,Windows,Medium,Replacement,Block 45,Admin Staff,2022-07-13,2022-07-20,37,24
Window Lock,Windows,High,Replacement,Block 24,Admin Staff,2023-07-04,2023-07-11,56,46
Door Cylinder,Doors,Medium,Replacement,Block 45,Teacher,2022-10-06,2022-10-14,20,15
Valve,Plumbing,Medium,Replacement,Block 38,Other Servers,2019-11-28,2019-12-12,24,17
Locker Cylinder,Furniture,High,Repair,Block 43,Admin Staff,2021-04-03,2021-04-09,72,39
Window Glass,Windows,Medium,Repair,Block 21,Admin Staff,2022-09-28,2022-10-05,48,42
Florescent Light bulb,Lighting,High,Repair,Block 3,Admin Staff,2021-12-17,2021-12-18,73,41
Toilet seat,Plumbing,Low,Repair,Block 49,Other Servers,2020-03-28,2020-04-10,27,15
Florescent Light bulb,Lighting,Medium,Repair,Block 8,Student,2021-05-20,2021-05-26,65,40
Bed Mattress,Furniture,High,Replacement,Block 35,Student,2019-11-09,2019-11-26,64,62
Locker Cylinder,Furniture,Medium,Repair,Block 18,Student,2019-12-08,2019-12-19,54,45
Socket,Electrical,Low,Replacement,Block 26,Admin Staff,2023-09-05,2023-09-17,84,49
Monitor,Computers,Medium,Replacement,Block 18,Admin Staff,2023-02-02,2023-02-09,58,45
Door Handle,Doors,Low,Repair,Block 21,Teacher,2020-11-22,2020-11-30,23,18
Florescent Light bulb,Lighting,Low,Replacement,Block 12,Teacher,2021-08-24,2021-09-01,64,58
Locker Cylinder,Furniture,High,Repair,Block 16,Student,2019-05-16,2019-05-24,55,50
Socket,Electrical,Medium,Replacement,Block 26,Teacher,2023-10-24,2023-10-30,82,76
Florescent Light bulb,Lighting,Medium,Repair,Block 49,Admin Staff,2019-10-04,2019-10-06,60,50
Monitor,Computers,Low,Replacement,Block 23,Admin Staff,2021-04-06,2021-04-15,57,50
Mouse,Computers,Medium,Replacement,Block 32,Admin Staff,2019-12-22,2019-12-28,56,53
Fuse,Electrical,High,Repair,Block 3,Admin Staff,2021-03-10,2021-03-11,90,69
Door Cylinder,Doors,Medium,Replacement,Block 12,Admin Staff,2021-11-14,2021-11-22,14,14
Socket,Electrical,Medium,Repair,Block 35,Teacher,2021-10-10,2021-10-14,92,59
Hard drive,Computers,Low,Replacement,Block 32,Admin Staff,2023-04-27,2023-05-07,68,62
Socket,Electrical,High,Replacement,Block 49,Admin Staff,2020-12-24,2020-12-30,98,77
Window Lock,Windows,Medium,Repair,Block 13,Student,2021-12-21,2021-12-30,46,46
Door Handle,Doors,Medium,Replacement,Block 48,Admin Staff,2021-01-29,2021-02-07,17,14
Door Cylinder,Doors,Low,Repair,Block 44,Teacher,2020-09-17,2020-09-25,24,15
Door Handle,Doors,Medium,Repair,Block 14,Teacher,2019-06-15,2019-06-20,29,24
Window Glass,Windows,Low,Replacement,Block 20,Admin Staff,2020-04-21,2020-05-06,49,32
Window Glass,Windows,High,Replacement,Block 46,Student,2021-02-16,2021-02-28,39,35
Socket,Electrical,High,Repair,Block 6,Teacher,2019-09-08,2019-09-10,96,77
Door Handle,Doors,Low,Replacement,Block 44,Student,2023-10-30,2023-11-11,17,13
Socket,Electrical,High,Repair,Block 7,Admin Staff,2019-01-12,2019-01-15,94,57
Door Cylinder,Doors,Low,Repair,Block 50,Student,2020-08-07,2020-08-18,15,12
Florescent Light bulb,Lighting,Medium,Repair,Block 12,Teacher,2021-03-07,2021-03-09,58,46
Bed Frame,Furniture,Low,Replacement,Block 11,Student,2021-10-23,2021-11-08,68,54
Fuse,Electrical,Medium,Replacement,Block 43,Admin Staff,2021-06-07,2021-06-13,93,51
Window Glass,Windows,Medium,Replacement,Block 21,Teacher,2023-11-29,2023-12-08,39,35
Window Lock,Windows,High,Repair,Block 33,Admin Staff,2021-12-31,2022-01-04,48,31
Door Handle,Doors,Low,Repair,Block 35,Teacher,2020-10-18,2020-10-27,19,19
Pipe,Plumbing,Low,Replacement,Block 16,Other Servers,2021-03-26,2021-04-11,33,25
Hard drive,Computers,Low,Repair,Block 48,Admin Staff,2022-04-16,2022-04-25,60,46
Shower Head,Plumbing,High,Repair,Block 38,Other Servers,2022-09-23,2022-09-30,35,33
Florescent Light bulb,Lighting,Low,Repair,Block 14,Teacher,2020-07-22,2020-07-25,73,51
CPU,Computers,Medium,Repair,Block 17,Teacher,2020-01-13,2020-01-20,57,35
Florescent Light bulb,Lighting,Low,Repair,Block 25,Teacher,2022-05-22,2022-05-28,74,50
Hard drive,Computers,Medium,Replacement,Block 12,Teacher,2022-12-20,2022-12-28,57,46
Door Cylinder,Doors,High,Repair,Block 43,Student,2021-10-28,2021-11-05,21,13
Window Glass,Windows,Low,Replacement,Block 20,Admin Staff,2021-12-28,2022-01-07,56,36
Bed Frame,Furniture,Medium,Replacement,Block 5,Admin Staff,2023-06-13,2023-06-22,55,41
Bed Frame,Furniture,High,Replacement,Block 29,Teacher,2019-06-25,2019-07-03,61,46
Florescent Light bulb,Lighting,High,Replacement,Block 32,Teacher,2021-11-25,2021-11-28,56,35
Florescent Light bulb,Lighting,Low,Repair,Block 29,Teacher,2022-12-09,2022-12-14,58,43
Florescent Light bulb,Lighting,Medium,Replacement,Block 41,Student,2022-08-16,2022-08-22,64,60
Window Glass,Windows,Medium,Replacement,Block 35,Student,2023-04-02,2023-04-13,39,37
Door Cylinder,Doors,High,Replacement,Block 33,Teacher,2021-11-25,2021-12-02,27,21
Window Lock,Windows,High,Replacement,Block 5,Teacher,2019-05-03,2019-05-09,56,42
Window Lock,Windows,High,Repair,Block 36,Admin Staff,2022-12-15,2022-12-19,38,28
Door Cylinder,Doors,High,Replacement,Block 8,Admin Staff,2021-03-13,2021-03-19,14,12
Chair,Furniture,Low,Repair,Block 43,Teacher,2019-07-16,2019-07-22,67,57
Fuse,Electrical,Low,Replacement,Block 32,Student,2019-03-26,2019-04-10,98,76
Chair,Furniture,Low,Replacement,Block 6,Student,2021-10-13,2021-10-25,67,63
Florescent Light bulb,Lighting,Medium,Replacement,Block 23,Teacher,2019-04-07,2019-04-12,67,63
Bed Mattress,Furniture,Low,Repair,Block 22,Student,2023-09-29,2023-10-14,56,30
Mouse,Computers,Low,Replacement,Block 6,Admin Staff,2023-05-02,2023-05-08,68,59
Chair,Furniture,Low,Replacement,Block 38,Teacher,2019-01-04,2019-01-14,54,41
Door Handle,Doors,Low,Replacement,Block 17,Admin Staff,2019-03-17,2019-03-28,21,16
Socket,Electrical,High,Repair,Block 13,Student,2023-01-22,2023-01-28,89,84
Mouse,Computers,High,Replacement,Block 49,Admin Staff,2022-11-24,2022-11-28,61,50
Socket,Electrical,High,Replacement,Block 11,Student,2020-03-19,2020-03-29,93,71
Monitor,Computers,Low,Replacement,Block 10,Teacher,2021-06-01,2021-06-10,64,41
Window Glass,Windows,Low,Replacement,Block 50,Student,2021-05-03,2021-05-18,48,27
Battery,Computers,High,Replacement,Block 23,Admin Staff,2023-05-09,2023-05-14,72,51
Socket,Electrical,Low,Repair,Block 48,Teacher,2023-07-13,2023-07-19,86,72
Florescent Light bulb,Lighting,High,Replacement,Block 11,Teacher,2022-09-01,2022-09-04,66,36
Chair,Furniture,Medium,Replacement,Block 39,Teacher,2020-03-02,2020-03-10,69,45
Window Lock,Windows,Medium,Replacement,Block 27,Student,2021-01-26,2021-02-05,54,40
Florescent Light bulb,Lighting,High,Replacement,Block 42,Admin Staff,2021-05-14,2021-05-19,65,55
Battery,Computers,Medium,Replacement,Block 35,Admin Staff,2019-01-19,2019-01-27,56,54
Florescent Light bulb,Lighting,Medium,Repair,Block 1,Admin Staff,2022-04-21,2022-04-23,66,52
Chair,Furniture,High,Replacement,Block 46,Teacher,2023-09-25,2023-09-30,54,37
Keyboard,Computers,Medium,Repair,Block 7,Teacher,2023-03-06,2023-03-09,64,49
Shower Head,Plumbing,High,Replacement,Block 1,Other Servers,2023-06-12,2023-06-21,42,23
Fuse,Electrical,Low,Repair,Block 21,Admin Staff,2023-04-07,2023-04-12,99,73
Window Glass,Windows,High,Replacement,Block 23,Admin Staff,2023-03-25,2023-04-02,52,50
Shower Head,Plumbing,Medium,Replacement,Block 49,Other Servers,2022-03-31,2022-04-12,37,24
Door Handle,Doors,High,Replacement,Block 6,Teacher,2019-05-01,2019-05-07,17,14
Window Glass,Windows,Medium,Replacement,Block 50,Admin Staff,2021-11-05,2021-11-15,56,46
Locker Cylinder,Furniture,Low,Repair,Block 46,Admin Staff,2023-03-08,2023-03-19,65,62
Toilet seat,Plumbing,Low,Replacement,Block 31,Other Servers,2023-10-04,2023-10-18,30,17
Florescent Light bulb,Lighting,Low,Replacement,Block 20,Admin Staff,2020-03-04,2020-03-10,60,60
Florescent Light bulb,Lighting,Low,Repair,Block 25,Student,2019-06-28,2019-07-08,62,61
Socket,Electrical,High,Replacement,Block 36,Admin Staff,2022-09-20,2022-09-26,93,92
Toilet seat,Plumbing,High,Replacement,Block 12,Other Servers,2021-04-09,2021-04-19,25,24
Mouse,Computers,High,Replacement,Block 26,Admin Staff,2019-10-08,2019-10-12,60,52
Window Glass,Windows,Low,Replacement,Block 22,Admin Staff,2022-12-15,2022-12-28,50,28
Florescent Light bulb,Lighting,Medium,Repair,Block 1,Admin Staff,2021-12-03,2021-12-05,67,62
Window Lock,Windows,Low,Replacement,Block 19,Student,2021-02-06,2021-02-22,41,24
Mouse,Computers,Low,Repair,Block 13,Admin Staff,2021-09-09,2021-09-12,72,39
Florescent Light bulb,Lighting,Medium,Repair,Block 49,Admin Staff,2021-08-17,2021-08-19,65,45
Socket,Electrical,Low,Repair,Block 26,Teacher,2022-06-29,2022-07-06,89,84
Fuse,Electrical,Medium,Replacement,Block 1,Teacher,2020-04-02,2020-04-08,100,88
Door Cylinder,Doors,Low,Repair,Block 19,Teacher,2023-09-28,2023-10-08,29,17
Monitor,Computers,Low,Repair,Block 46,Teacher,2022-07-04,2022-07-10,66,57
Keyboard,Computers,High,Replacement,Block 11,Admin Staff,2019-10-28,2019-11-02,69,41
Door Handle,Doors,Low,Repair,Block 8,Admin Staff,2023-06-30,2023-07-08,28,28
Shower Head,Plumbing,High,Replacement,Block 29,Other Servers,2019-08-16,2019-08-26,33,27
Socket,Electrical,Low,Replacement,Block 39,Student,2021-11-08,2021-11-21,95,56
Battery,Computers,Medium,Repair,Block 27,Teacher,2019-09-23,2019-09-27,60,37
Window Lock,Windows,High,Repair,Block 47,Admin Staff,2019-10-29,2019-11-01,49,45
Florescent Light bulb,Lighting,Low,Repair,Block 17,Admin Staff,2022-06-28,2022-07-02,66,42
Mouse,Computers,Medium,Repair,Block 39,Admin Staff,2023-03-26,2023-03-28,54,46
Window Glass,Windows,Medium,Repair,Block 44,Admin Staff,2022-11-29,2022-12-06,53,52
Fuse,Electrical,High,Repair,Block 25,Teacher,2019-02-17,2019-02-18,88,84
Bed Mattress,Furniture,Low,Repair,Block 9,Student,2020-05-21,2020-06-09,71,51
Window Lock,Windows,Medium,Replacement,Block 50,Admin Staff,2022-06-29,2022-07-08,38,21
Battery,Computers,Low,Repair,Block 32,Admin Staff,2022-01-28,2022-02-02,61,57
Florescent Light bulb,Lighting,Low,Replacement,Block 30,Student,2021-11-25,2021-12-07,63,62
RAM,Computers,High,Replacement,Block 16,Admin Staff,2021-08-12,2021-08-18,65,38
Fuse,Electrical,Low,Replacement,Block 44,Teacher,2021-03-21,2021-03-28,81,65
Door Cylinder,Doors,Medium,Replacement,Block 31,Admin Staff,2019-04-24,2019-05-02,26,21
Florescent Light bulb,Lighting,Medium,Replacement,Block 18,Student,2020-08-17,2020-08-26,63,40
Bed Frame,Furniture,Medium,Repair,Block 5,Student,2020-02-28,2020-03-08,66,59
Bed Frame,Furniture,High,Repair,Block 40,Admin Staff,2021-12-16,2021-12-22,65,34
Toilet seat,Plumbing,Low,Replacement,Block 13,Other Servers,2020-01-16,2020-01-29,28,26
Locker Cylinder,Furniture,High,Replacement,Block 28,Admin Staff,2022-03-10,2022-03-19,62,36
RAM,Computers,High,Replacement,Block 22,Admin Staff,2020-10-21,2020-10-27,64,33
Shower Head,Plumbing,Low,Repair,Block 48,Other Servers,2020-12-16,2020-12-27,32,19
Bed Chipwood,Furniture,High,Replacement,Block 31,Admin Staff,2019-08-04,2019-08-16,55,29
Valve,Plumbing,Low,Replacement,Block 7,Other Servers,2019-11-08,2019-11-24,28,26
Door Handle,Doors,Medium,Replacement,Block 10,Teacher,2019-04-29,2019-05-06,10,9
Florescent Light bulb,Lighting,Medium,Repair,Block 41,Student,2022-10-10,2022-10-14,71,44
Keyboard,Computers,Medium,Repair,Block 45,Teacher,2022-12-16,2022-12-19,64,42
Door Cylinder,Doors,Medium,Replacement,Block 49,Teacher,2020-11-02,2020-11-10,28,23
Mouse,Computers,High,Repair,Block 5,Teacher,2019-06-28,2019-06-28,66,37
Florescent Light bulb,Lighting,High,Replacement,Block 33,Student,2023-08-28,2023-09-02,64,45
Battery,Computers,Low,Repair,Block 44,Teacher,2023-06-04,2023-06-09,63,38
Door Cylinder,Doors,Low,Repair,Block 9,Teacher,2022-02-01,2022-02-11,15,15
Pipe,Plumbing,High,Repair,Block 30,Other Servers,2021-05-11,2021-05-20,41,22
Valve,Plumbing,Low,Repair,Block 49,Other Servers,2021-04-14,2021-04-29,28,15
Keyboard,Computers,High,Replacement,Block 7,Teacher,2023-10-16,2023-10-19,65,38
Window Lock,Windows,Low,Repair,Block 8,Admin Staff,2023-01-05,2023-01-13,48,31
Window Glass,Windows,High,Repair,Block 36,Student,2022-03-18,2022-03-26,43,41
Shower Head,Plumbing,Medium,Replacement,Block 35,Other Servers,2021-02-22,2021-03-06,40,39
Mouse,Computers,Low,Repair,Block 26,Teacher,2021-07-01,2021-07-04,61,57
Socket,Electrical,Medium,Replacement,Block 23,Teacher,2023-05-14,2023-05-21,98,52
